app_language,geo,event_type,count
ar_AE,AS;AE,timing,299
zh_HK,AS;MY,session_end,3
tr_TR,EU;AT,background,42
ru_RU,EU;LV,foreground,9
pl_PL,EU;BE,session_end,1
nb_NO,EU;NO,in_app_currency_action,229
lv_LV,EU;IE,timing,105
fr_MA,AF;MA,session_end,1
fr_FR,EU;LU,action,31
fr_FR,AF;DZ,background,13
fa_IR,AS;AE,session_end,14
es_US,SA;PE,page_view,306
es_US,SA;CL,timing,2612
es_ES,NA;US,in_app_currency_action,57
es_ES,EU;GB,in_app_currency_action,17
en_US,SA;AR,start,7
en_US,NA;KN,page_view,5
en_US,EU;HU,foreground,1
en_US,EU;CZ,start,4
en_US,AS;SG,action,4761
en_US,AS;PK,timing,273
en_US,AS;BH,page_view,28
en_US,;;;;;,session_end,5
en_GB,EU;NL,foreground,27
en_GB,EU;IS,in_app_currency_action,3
en_GB,AS;MM,action,60
en_GB,AS;LB,foreground,15
en_AU,OC;AU,in_app_currency_action,257
en_AU,AF;MU,background,1
cs_CZ,EU;CZ,timing,508
ar_IQ,EU;IE,background,18
ar_AE,EU;AT,start,1
vi_VN,NA;US,start,1
tr_TR,NA;US,start,5
tr_TR,EU;DE,foreground,87
tr_TR,EU;CH,in_app_currency_action,34
sq_AL,EU;AL,timing,1
ru_RU,EU;EE,page_view,18
ru_RU,EU;DE,session_end,5
ru_RU,AS;AZ,session_end,36
ro_RO,EU;FR,session_end,25
pl_PL,EU;SE,foreground,17
pl_PL,EU;NL,in_app_currency_action,1
pl_PL,EU;AT,background,2
nl_NL,EU;BE,background,20
iw_IL,;;;;;,perf,1
fr_FR,AS;IL,foreground,1
fr_FR,AF;CI,page_view,19
fa_IR,AS;IR,in_app_currency_action,26
es_US,SA;PY,foreground,37
es_US,NA;HN,background,37
es_ES,NA;NI,start,2
es_ES,AS;KR,background,2
es_ES,;;;;;,start,17
en_US,SA;BR,perf,117
en_US,NA;MX,background,23
en_US,EU;PL,perf,34
en_US,EU;AL,foreground,1
en_US,AS;TR,timing,282
en_US,AF;KE,session_end,1
en_HK,AS;HK,action,39
en_GB,EU;CH,foreground,14
en_GB,AS;MY,action,11113
en_GB,AS;HK,page_view,15
en_CA,EU;DE,session_end,3
en_CA,AF;RW,timing,123
de_DE,EU;RO,background,14
de_CH,EU;AT,in_app_currency_action,4
ar_EG,AS;SA,timing,175
zh_HK,AS;HK,timing,3192
uk_UA,EU;UA,start,24
tr_TR,EU;BE,page_view,8
ru_RU,EU;RU,perf,1311
ru_RU,EU;LV,action,70
it_IT,EU;IT,foreground,1571
hu_HU,EU;DE,background,4
fr_FR,EU;PL,session_end,8
fr_CA,NA;CA,start,67
fi_FI,EU;FI,timing,888
es_US,SA;BR,start,3
es_ES,SA;CL,start,52
es_CR,NA;CR,foreground,5
en_US,NA;US,page_view,27022
en_US,NA;AW,in_app_currency_action,18
en_US,EU;RO,perf,56
en_US,EU;GB,page_view,310
en_US,EU;BG,session_end,7
en_US,AS;PH,page_view,653
en_US,AS;KW,in_app_currency_action,23
en_US,AS;AE,foreground,97
en_US,AF;ZA,foreground,14
en_US,AF;BW,page_view,1
en_GB,NA;CA,timing,111
en_GB,EU;SE,timing,44
en_GB,EU;DK,start,6
en_GB,EU;CY,timing,145
en_GB,AS;LB,action,132
en_GB,AS;IN,session_end,266
en_GB,AF;NG,background,31
de_AT,EU;CH,timing,5
ar_AE,EU;DE,in_app_currency_action,37
ar_AE,AS;IQ,in_app_currency_action,8
ar_AE,;;;;;,timing,158
zh_CN,EU;AT,timing,28
tr_TR,EU;AT,start,23
ru_RU,AS;TW,foreground,5
ru_RU,AS;TM,perf,7
pt_PT,EU;DE,foreground,2
pt_BR,SA;BR,timing,16056
mk_MK,EU;MK,start,7
mk_MK,EU;DE,action,245
lt_LT,EU;LT,page_view,158
it_IT,EU;BE,foreground,44
is_IS,EU;IS,foreground,9
fr_FR,EU;DE,background,32
fa_IR,EU;RU,page_view,2
es_US,SA;EC,action,2038
es_US,SA;CO,page_view,253
es_US,SA;BO,session_end,9
es_US,SA;AR,background,259
es_MX,SA;CL,timing,2
es_ES,NA;PR,start,2
es_ES,NA;PA,timing,390
es_ES,EU;FR,page_view,3
es_AR,NA;SV,foreground,3
en_US,NA;BS,page_view,11
en_US,EU;RU,perf,88
en_US,EU;FR,in_app_currency_action,63
en_US,AS;SA,timing,976
en_US,AS;PK,perf,50
en_US,AF;TZ,timing,6
en_PH,AS;MY,foreground,12
en_HK,AS;HK,in_app_currency_action,4
en_GB,NA;KN,start,1
en_GB,EU;SK,timing,2
en_GB,AS;TH,background,37
en_GB,AS;MY,in_app_currency_action,421
en_GB,AS;IL,timing,154
en_GB,AS;BH,start,33
en_CA,AF;RW,foreground,9
de_DE,EU;GR,foreground,5
cs_CZ,EU;CZ,perf,76
ar_EG,EU;SE,background,1
ar_EG,AS;AE,action,10
ar_EG,AF;EG,page_view,116
ar_AE,EU;RO,background,1
ar_AE,AS;IL,session_end,1
zh_HK,AS;HK,session_end,276
tr_TR,EU;UA,perf,1
tr_TR,EU;BE,foreground,2
tr_TR,AF;RW,background,9
th_TH,AS;TH,page_view,915
pt_PT,EU;FR,start,2
pt_PT,AF;MZ,in_app_currency_action,11
lt_LT,EU;GB,timing,6
it_IT,EU;AL,perf,1
fr_FR,EU;ES,page_view,3
fr_FR,EU;DK,timing,134
fr_FR,AS;TR,background,1
fi_FI,EU;FI,session_end,106
es_US,SA;VE,perf,37
es_US,SA;PE,action,2539
es_US,NA;PA,page_view,176
es_US,NA;GT,start,16
es_PR,NA;PR,background,1
es_MX,SA;CO,start,2
es_ES,SA;BR,timing,127
es_ES,NA;HN,start,2
en_ZA,AS;AE,in_app_currency_action,12
en_ZA,AF;ZA,in_app_currency_action,47
en_US,NA;US,foreground,16600
en_US,NA;TT,start,11
en_US,NA;KN,action,22
en_US,NA;BB,perf,7
en_US,EU;NO,page_view,2
en_US,EU;NL,perf,29
en_US,EU;IT,session_end,19
en_US,EU;GB,foreground,93
en_US,EU;BG,start,9
en_US,AS;PH,foreground,320
en_US,AS;LB,perf,9
en_US,AS;BH,action,526
en_US,AF;BW,foreground,2
en_PH,AS;PH,in_app_currency_action,327
en_GB,NA;CA,session_end,3
en_GB,EU;DE,in_app_currency_action,29
en_GB,;;;;;,timing,47
en_CA,NA;MX,perf,8
el_CY,EU;CY,foreground,2
de_CH,EU;DE,page_view,10
de_AT,EU;DE,perf,27
de_AT,EU;CH,session_end,1
ar_EG,AS;QA,timing,3
ar_AE,OC;AU,start,2
ar_AE,AS;BH,page_view,3
zh_TW,AS;TW,payment_action,1
zh_CN,NA;US,foreground,5
zh_CN,AS;CN,session_end,560
vi_VN,AS;VN,in_app_currency_action,719
sv_SE,AS;TH,background,4
sq_AL,EU;AL,foreground,1
ru_RU,AS;KZ,session_end,110
ru_RU,;;;;;,perf,5
ro_RO,EU;SE,action,21
ro_RO,EU;DE,background,16
pl_PL,EU;PL,session_end,481
lv_LV,EU;GB,action,101
it_IT,OC;AU,background,2
hu_HU,EU;ES,in_app_currency_action,6
fr_FR,EU;BE,perf,144
es_US,NA;NI,action,435
es_ES,NA;CR,action,571
es_ES,EU;ES,session_end,905
en_US,EU;FI,session_end,3
en_US,EU;BE,timing,14
en_US,AS;TR,foreground,4
en_PK,AS;PK,background,4
en_HK,AS;HK,start,4
en_GB,EU;IE,page_view,209
en_GB,EU;AL,perf,26
en_GB,AS;VN,foreground,1
en_GB,AS;NP,page_view,16
en_GB,AS;MY,start,365
en_CA,NA;JM,perf,1
en_CA,AS;VN,background,3
en_CA,AS;KR,timing,106
en_AU,AS;SA,timing,16
el_GR,EU;CY,action,10
ar_IL,AS;SA,timing,2
ar_EG,AS;SA,foreground,42
ar_AE,EU;SE,timing,168
zh_HK,AS;HK,background,377
th_TH,EU;DE,perf,3
sr_RS,EU;SI,action,176
sl_SI,EU;SI,in_app_currency_action,18
ru_RU,EU;RU,start,563
ru_RU,AS;IL,page_view,31
ro_RO,EU;MD,session_end,1
nl_BE,EU;BE,foreground,84
lo_LA,AS;LA,page_view,17
hr_HR,EU;BA,perf,9
fr_FR,AF;SN,background,3
fr_FR,AF;MA,in_app_currency_action,110
fr_CH,EU;XK,in_app_currency_action,7
es_ES,SA;PE,perf,25
es_ES,SA;BO,action,521
es_ES,NA;MX,perf,143
es_AR,SA;PE,action,93
en_US,SA;CO,background,30
en_US,NA;CA,page_view,107
en_US,EU;GR,perf,8
en_US,EU;CZ,page_view,11
en_US,AS;LK,in_app_currency_action,28
en_US,AS;IN,foreground,371
en_US,AS;CN,background,3
en_US,AS;AM,perf,33
en_PH,AS;ID,session_end,49
en_NZ,OC;NZ,session_end,124
en_GB,EU;SE,background,21
en_GB,EU;MT,foreground,4
en_GB,EU;LT,start,2
en_GB,EU;ES,perf,17
en_GB,EU;CY,background,19
en_GB,AS;BD,timing,340
en_GB,AS;AE,action,4599
en_GB,AF;ZA,action,505
en_GB,AF;TZ,foreground,2
en_GB,AF;EG,page_view,146
en_AU,AS;TR,perf,2
de_DE,EU;DE,foreground,2461
cs_CZ,EU;DK,page_view,3
bs_BA,EU;BA,start,6
ar_EG,AS;KW,foreground,16
ar_AE,EU;GB,action,1553
ar_AE,AS;PH,action,247
ar_AE,AS;IQ,timing,15
ar_AE,AF;EG,foreground,49
ar_AE,;;;;;,background,40
zh_TW,AS;TW,page_view,630
zh_CN,AS;SG,perf,7
ro_RO,EU;IT,foreground,8
pt_PT,EU;FR,in_app_currency_action,6
pt_PT,EU;BE,timing,8
iw_IL,;;;;;,background,2
fr_FR,NA;HT,page_view,6
fr_FR,EU;PL,start,2
fr_FR,AF;TN,page_view,13
fr_FR,AF;SN,session_end,3
fr_FR,AF;MA,foreground,142
fr_BE,EU;BE,action,2118
es_VE,SA;VE,action,88
es_US,NA;MX,action,19379
es_US,NA;GT,in_app_currency_action,31
es_US,NA;DO,page_view,154
es_ES,SA;AR,action,2889
en_US,SA;CO,session_end,27
en_US,SA;BR,background,9
en_US,NA;TT,in_app_currency_action,29
en_US,EU;AT,timing,263
en_US,AS;CN,session_end,3
en_US,AF;NG,foreground,14
en_PH,AS;ID,perf,43
en_IN,AS;QA,foreground,9
en_IE,EU;IE,foreground,97
en_GB,EU;SE,session_end,15
en_GB,EU;CY,session_end,12
en_GB,AS;IN,start,177
de_DE,EU;CH,foreground,4
da_DK,;;;;;,page_view,11
ar_AE,OC;AU,in_app_currency_action,4
ar_AE,;;;;;,session_end,30
zh_TW,AS;HK,timing,579
tr_TR,EU;BG,perf,3
tr_TR,EU;AT,in_app_currency_action,48
sr_RS,EU;SE,background,4
ru_RU,EU;EE,action,477
ru_RU,EU;AT,background,3
ru_RU,AS;TM,page_view,13
ru_RU,;;;;;,page_view,16
fr_FR,EU;LU,session_end,1
fr_FR,EU;BE,page_view,192
fr_FR,AF;CI,action,287
et_EE,EU;FI,perf,1
es_US,EU;ES,perf,6
es_PY,SA;PY,timing,108
es_ES,SA;VE,timing,7
es_ES,NA;GT,background,4
en_US,OC;PW,foreground,1
en_US,EU;CH,perf,45
en_US,AS;SG,session_end,64
en_GB,EU;RU,background,1
en_GB,EU;PT,perf,9
en_GB,EU;NO,action,166
en_GB,EU;AT,foreground,9
en_GB,EU;AL,page_view,69
en_GB,AS;PK,background,73
en_GB,AS;MM,session_end,1
en_GB,AS;JO,perf,35
en_GB,AS;IR,session_end,1
en_GB,AS;HK,action,226
en_CA,NA;JM,page_view,2
ar_IQ,EU;IE,in_app_currency_action,21
ar_AE,AS;TR,timing,591
tr_TR,AS;TR,in_app_currency_action,1661
sv_SE,AF;DZ,background,4
sr_RS,EU;SI,page_view,2
sr_RS,EU;RS,in_app_currency_action,30
sk_SK,EU;GB,foreground,1
ru_RU,AS;TR,background,7
ru_RU,AS;KG,foreground,21
pt_BR,;;;;;,start,3
ko_KR,AS;KR,in_app_currency_action,23
iw_IL,AS;IL,perf,432
it_IT,EU;DE,foreground,52
it_IT,EU;CH,in_app_currency_action,9
hy_AM,EU;RU,start,3
fr_FR,AF;MA,action,3001
fr_CA,SA;CO,session_end,10
es_UY,SA;UY,start,21
es_US,SA;AR,perf,293
es_US,NA;US,start,503
es_US,NA;PR,background,81
es_ES,SA;PY,session_end,16
en_ZA,EU;ES,session_end,1
en_US,NA;PA,perf,15
en_US,EU;UA,foreground,7
en_US,EU;MK,foreground,23
en_US,EU;IE,perf,25
en_US,EU;HR,in_app_currency_action,13
en_US,AS;NP,perf,11
en_US,AF;NG,action,388
en_IN,AS;QA,action,13
en_IE,EU;NO,start,5
en_GB,EU;BE,timing,1
en_GB,AS;TR,foreground,1
en_CA,NA;PR,foreground,7
en_AU,AS;AE,background,3
el_GR,EU;DE,page_view,16
de_DE,EU;CH,action,8
de_DE,EU;AT,page_view,103
ar_EG,EU;NL,session_end,39
ar_AE,AS;KW,in_app_currency_action,60
ar_AE,AS;JO,background,13
vi_VN,NA;US,background,2
tr_TR,NA;US,background,12
tr_TR,EU;NL,action,38
tr_TR,EU;GB,background,19
ru_RU,EU;UA,in_app_currency_action,115
ru_RU,AS;GE,start,2
pt_PT,AF;MZ,page_view,7
hu_HU,EU;DE,session_end,1
fr_FR,EU;PL,perf,19
fr_FR,EU;FR,action,36768
fa_IR,EU;DE,background,39
es_PR,NA;PR,timing,6
es_MX,SA;CO,perf,16
es_ES,SA;BO,start,8
es_ES,NA;NI,background,1
es_ES,EU;GB,action,289
es_ES,;;;;;,background,36
es_AR,SA;PE,start,3
en_US,EU;PL,timing,175
en_US,EU;BG,perf,12
en_US,EU;AT,in_app_currency_action,22
en_GB,EU;IS,action,49
en_GB,AS;IN,perf,396
en_GB,AS;BD,foreground,32
en_GB,AS;AE,start,118
en_GB,AF;ZA,start,26
en_GB,AF;NG,session_end,25
en_AU,OC;AU,action,7223
ar_AE,EU;GB,start,52
ar_AE,AS;PH,start,3
ar_AE,AS;IQ,foreground,18
zh_TW,AS;HK,in_app_currency_action,72
zh_CN,EU;DE,background,8
sr_RS,EU;SE,timing,96
pt_PT,AF;AO,timing,88
pt_BR,;;;;;,background,8
pl_PL,EU;DE,session_end,22
lv_LV,EU;LV,foreground,22
iw_IL,AS;IL,timing,3088
hy_AM,EU;RU,background,9
fr_FR,AF;DZ,perf,13
fr_CH,EU;LU,foreground,3
es_US,NA;CR,start,31
es_PY,SA;PY,in_app_currency_action,7
es_ES,SA;UY,session_end,8
es_CO,NA;MX,foreground,1
en_ZA,AS;PH,start,1
en_US,NA;PR,start,22
en_US,NA;PA,timing,10
en_US,EU;FR,page_view,103
en_US,AS;VN,session_end,22
en_US,AS;NP,timing,30
en_US,AS;KH,in_app_currency_action,8
en_US,AS;HK,foreground,34
en_NZ,AF;EG,foreground,2
en_IE,EU;NO,background,4
en_HK,AS;HK,page_view,6
en_GB,OC;AU,start,3
en_GB,EU;RU,timing,1
en_GB,EU;PL,foreground,2
en_GB,AS;OM,action,54
en_GB,AS;MY,page_view,1032
en_GB,AF;GH,start,1
en_EN,AS;MY,perf,10
en_AU,OC;NZ,session_end,4
de_CH,EU;CH,in_app_currency_action,160
ar_EG,EU;DK,in_app_currency_action,18
ar_AE,AS;TR,in_app_currency_action,54
zh_HK,AS;HK,foreground,377
vi_US,AS;VN,background,2
tr_TR,EU;GB,timing,128
th_TH,AS;KR,foreground,1
ru_RU,EU;LV,start,2
lv_LV,EU;IE,action,258
it_IT,AS;SA,background,7
fr_FR,EU;DK,page_view,34
fr_BE,EU;BE,session_end,125
fi_FI,EU;FI,foreground,135
fa_IR,;;;;;,background,2
es_US,SA;CL,action,8151
es_US,NA;MX,session_end,719
es_ES,SA;BR,page_view,30
es_ES,SA;AR,session_end,119
en_US,SA;BR,in_app_currency_action,88
en_US,EU;PL,in_app_currency_action,32
en_US,EU;IT,foreground,26
en_US,AS;PK,action,778
en_US,AF;AO,foreground,1
en_GB,NA;CA,foreground,6
en_GB,AS;LB,start,9
en_GB,AS;AE,perf,259
en_GB,AF;ZA,perf,52
en_GB,;;;;;,page_view,44
en_CA,NA;CA,background,701
en_AU,OC;NZ,page_view,12
de_DE,AS;TR,background,4
de_CH,EU;AT,timing,17
de_AT,EU;CH,foreground,2
cs_CZ,EU;CZ,action,3590
ar_JO,AS;SA,perf,9
ar_EG,AS;QA,page_view,5
ar_AE,EU;GB,perf,111
ar_AE,;;;;;,foreground,40
zh_TW,AS;TW,action,7180
zh_CN,AS;MY,perf,66
tr_TR,EU;NL,timing,7
th_TH,AS;MY,session_end,33
ru_RU,AS;GE,foreground,16
ro_RO,EU;GB,start,9
lv_LV,EU;IE,background,14
hy_AM,AS;AM,perf,12
fr_FR,NA;HT,action,14
fr_FR,EU;FR,timing,11211
fr_FR,EU;ES,action,8
fr_FR,AF;RE,start,6
fr_CH,EU;CH,perf,20
fa_IR,NA;US,background,3
es_VE,SA;VE,in_app_currency_action,7
es_US,NA;PA,action,1415
es_PE,SA;PE,start,22
es_ES,SA;BO,foreground,14
es_ES,SA;AR,in_app_currency_action,99
es_ES,EU;GB,timing,127
es_AR,SA;PE,foreground,9
es_AR,SA;CL,session_end,1
en_US,AS;IQ,session_end,14
en_IN,AS;IN,background,82
en_ID,AS;ID,start,1
en_GB,NA;US,page_view,63
en_GB,EU;RO,perf,24
en_GB,EU;IS,timing,4
en_GB,EU;GB,page_view,3207
en_GB,EU;BG,session_end,1
en_GB,AS;PH,page_view,49
en_GB,AS;KW,in_app_currency_action,57
en_GB,AS;AE,foreground,293
en_GB,AF;ZA,foreground,47
en_AU,OC;AU,timing,1861
el_GR,NA;US,start,1
de_CH,EU;DE,action,43
de_AT,EU;AT,session_end,150
ar_AE,EU;IT,session_end,14
ar_AE,EU;GB,foreground,120
ar_AE,AS;PH,foreground,4
ar_AE,AS;BH,action,13
zh_TW,AS;HK,action,1813
zh_CN,AS;CN,background,725
vi_US,AS;VN,in_app_currency_action,3
tr_TR,EU;CH,page_view,32
pt_BR,SA;CO,timing,4
pt_BR,EU;PT,background,1
nl_NL,EU;BE,timing,212
it_IT,EU;BE,in_app_currency_action,39
it_IT,AS;SA,in_app_currency_action,16
hu_HU,EU;GB,perf,16
fa_IR,NA;US,session_end,3
fa_IR,AS;IR,page_view,77
fa_IR,;;;;;,in_app_currency_action,2
es_US,SA;PE,foreground,214
es_US,SA;CL,session_end,401
es_US,SA;BO,background,18
es_US,NA;HN,timing,40
es_PY,SA;PY,action,233
es_ES,SA;VE,action,31
es_ES,AS;KR,timing,97
es_ES,;;;;;,perf,13
en_US,OC;PW,start,1
en_US,NA;MX,timing,283
en_US,AS;PK,session_end,27
en_US,AS;IR,perf,15
en_US,AS;BH,foreground,25
en_GB,AS;SG,page_view,647
en_CA,NA;CA,in_app_currency_action,495
en_AU,AS;OM,background,1
de_DE,EU;RO,timing,25
cs_CZ,EU;CZ,session_end,92
ar_AE,AS;TR,action,1355
ar_AE,AS;IL,background,3
tr_TR,EU;SI,perf,7
tr_TR,EU;FR,timing,60
sv_SE,EU;NO,perf,1
sl_SI,EU;SI,background,16
ru_RU,EU;EE,perf,30
pt_PT,AF;AO,foreground,42
pl_PL,EU;NO,in_app_currency_action,1
iw_IL,AS;IL,foreground,458
fr_CH,EU;XK,background,4
es_US,NA;NI,page_view,34
es_MX,SA;PY,session_end,12
es_ES,SA;PY,in_app_currency_action,28
es_ES,NA;CR,page_view,41
es_CO,SA;AR,timing,32
en_US,NA;PA,foreground,13
en_US,EU;IE,foreground,13
en_US,AS;NP,foreground,8
en_US,AS;LK,background,11
en_PH,AS;ID,action,952
en_NZ,OC;NZ,action,2074
en_GB,AS;OM,start,9
en_GB,AS;HK,perf,6
en_AU,EU;GR,timing,21
el_GR,EU;CY,page_view,2
bg_BG,EU;BG,perf,282
ar_IL,AS;IL,session_end,13
ar_AE,EU;BE,in_app_currency_action,8
zh_TW,AS;HK,page_view,268
zh_CN,EU;IE,perf,2
vi_US,AS;VN,action,111
sv_SE,OC;AU,page_view,3
sv_SE,EU;SE,perf,403
ru_RU,AS;TW,action,4
pt_PT,EU;PT,timing,689
pt_PT,AF;MZ,foreground,2
it_IT,EU;BE,action,767
it_IT,AS;SA,action,367
is_IS,EU;IS,action,77
fa_IR,;;;;;,action,14
es_AR,NA;SV,action,7
en_US,EU;IT,perf,119
en_US,AS;QA,background,85
en_US,AS;KH,page_view,11
en_PH,AS;MY,action,98
en_GB,NA;US,start,20
en_GB,NA;CA,perf,12
en_GB,EU;CH,in_app_currency_action,18
en_GB,EU;BA,background,11
en_GB,AS;PH,start,30
en_GB,AF;MU,timing,25
en_CA,AF;RW,action,294
en_AU,AS;MY,timing,15
de_DE,EU;GR,action,1928
de_CH,EU;CH,page_view,250
de_AT,EU;CH,perf,2
ar_EG,EU;DK,page_view,16
vi_VN,AS;SG,background,1
tr_TR,EU;DE,perf,122
sr_RS,EU;SE,page_view,4
ru_RU,EU;AT,page_view,9
pt_BR,SA;CO,action,34
pl_PL,EU;IT,background,6
nl_NL,EU;BE,action,5642
fr_FR,EU;DK,foreground,14
es_US,SA;PY,perf,82
es_US,SA;PE,start,94
es_US,NA;HN,action,210
es_MX,NA;MX,background,316
es_ES,SA;BR,foreground,21
es_ES,NA;GT,page_view,7
es_ES,AS;KR,action,227
en_US,NA;MX,action,809
en_US,NA;KN,start,1
en_US,NA;DO,page_view,12
en_US,AS;TH,background,60
en_US,AS;MY,in_app_currency_action,233
en_US,AS;IL,timing,53
en_US,AS;BH,start,13
en_GB,NA;US,perf,49
en_GB,EU;RU,page_view,2
en_GB,EU;GB,perf,1812
en_GB,EU;BA,timing,26
en_GB,AS;PK,page_view,64
en_GB,AS;PH,perf,40
en_GB,AS;KH,timing,15
en_GB,AF;MU,in_app_currency_action,12
en_GB,;;;;;,foreground,24
en_AU,AS;QA,timing,379
de_DE,EU;RO,action,90
de_CH,EU;IT,in_app_currency_action,21
de_CH,EU;AT,session_end,5
ar_EG,AS;QA,foreground,2
zh_TW,AS;TW,background,405
zh_HK,AS;MY,timing,5
tr_TR,AS;TR,perf,2241
tr_DE,EU;DE,background,2
sr_RS,EU;RS,perf,31
ru_RU,EU;LV,page_view,12
ru_RU,EU;BY,action,1469
ru_RU,AS;IL,session_end,18
pl_PL,EU;FR,in_app_currency_action,10
lt_LT,EU;DE,action,500
lo_LA,AS;LA,session_end,5
ko_KR,AS;KR,perf,30
it_IT,EU;CH,perf,4
hy_AM,AS;AM,foreground,23
fr_MA,AF;MA,timing,6
fr_FR,NA;HT,background,2
fr_FR,AF;TN,background,22
fr_CH,EU;CH,foreground,17
fa_IR,AS;AE,timing,208
es_US,NA;DO,background,154
es_ES,SA;CO,action,2625
es_EC,SA;EC,timing,3
es_CL,SA;CL,action,653
es_AR,SA;CL,in_app_currency_action,3
en_US,NA;CA,session_end,33
en_US,EU;HU,page_view,2
en_US,EU;HR,perf,7
en_US,EU;DE,in_app_currency_action,56
en_US,EU;CZ,session_end,4
en_US,;;;;;,timing,99
en_GB,EU;RO,foreground,26
en_GB,EU;NL,page_view,49
en_GB,EU;MT,start,2
en_GB,AS;SA,start,82
en_GB,AS;LB,page_view,22
en_GB,AF;EG,session_end,94
en_AU,AS;IN,start,6
da_DK,;;;;;,background,40
cs_CZ,EU;DK,session_end,1
ar_AE,AS;KW,perf,105
zh_HK,AS;MY,background,4
tr_TR,EU;BE,action,253
tr_TR,AS;TR,start,945
sr_RS,EU;RS,start,37
ru_RU,EU;LT,in_app_currency_action,17
ru_RU,AS;AM,background,46
ro_RO,EU;IT,action,77
ro_RO,EU;GB,session_end,15
pl_PL,EU;FR,timing,85
ko_KR,EU;RU,foreground,1
it_IT,OC;AU,perf,4
it_IT,EU;GB,start,2
hr_HR,EU;FR,session_end,6
fr_FR,EU;DE,perf,61
fr_FR,EU;CH,session_end,2
es_MX,NA;US,background,17
es_ES,SA;BO,page_view,25
es_CO,SA;CO,foreground,79
es_AR,SA;PE,page_view,15
es_AR,SA;CL,timing,18
en_US,SA;EC,background,18
en_US,NA;US,action,534583
en_US,NA;JM,background,41
en_US,EU;DE,timing,311
en_US,AS;PH,action,6859
en_US,AS;IQ,timing,63
en_US,AS;BD,session_end,29
en_US,AF;EG,foreground,199
en_US,AF;BW,action,14
en_IE,EU;IE,action,2244
en_GB,EU;GR,foreground,2
en_GB,EU;FR,start,11
en_GB,AS;TH,perf,81
en_GB,AS;AE,page_view,440
en_GB,AF;ZA,page_view,82
de_AT,EU;AT,timing,1426
ar_YE,NA;US,start,1
ar_EG,EU;SE,perf,4
ar_AE,EU;IT,timing,34
ar_AE,EU;GB,page_view,172
ar_AE,AS;PH,page_view,4
ar_AE,AS;AE,foreground,49
zh_CN,EU;AT,perf,7
sv_SE,AS;TH,in_app_currency_action,17
ru_RU,AS;IL,action,417
ro_RO,EU;DE,in_app_currency_action,13
pt_BR,SA;BR,perf,2745
pl_PL,EU;FR,background,3
nl_BE,EU;NL,timing,100
lo_LA,AS;LA,action,45
fr_FR,EU;PL,page_view,12
fr_FR,EU;DE,start,19
es_VE,SA;CO,session_end,1
es_US,SA;AR,start,94
es_US,NA;NI,session_end,43
es_MX,SA;CL,perf,4
es_ES,NA;DO,perf,2
es_ES,NA;CR,session_end,36
es_ES,EU;RO,action,3
es_ES,AS;GE,foreground,1
en_US,NA;CA,action,7876
en_US,EU;SE,action,284
en_US,EU;IE,start,6
en_US,EU;DE,background,14
en_US,EU;BG,page_view,16
en_US,AF;TZ,perf,5
en_PK,AS;PK,in_app_currency_action,3
en_GB,EU;SK,perf,1
en_GB,EU;MK,action,53
en_GB,EU;DK,foreground,25
en_GB,AS;TH,start,18
en_GB,AS;QA,perf,26
en_GB,AS;IN,page_view,708
en_GB,AF;EG,action,896
el_GR,EU;CY,session_end,2
cs_CZ,EU;DK,action,28
bg_BG,EU;GB,perf,1
ar_EG,EU;SE,start,2
ar_AE,EU;RO,start,1
zh_CN,AS;HK,timing,150
tr_TR,EU;UA,background,1
th_TH,EU;DE,session_end,2
sv_SE,AF;DZ,timing,2
ru_RU,EU;LT,page_view,52
ru_RU,EU;FR,action,23
ru_RU,AS;TR,timing,5
ro_RO,EU;SE,foreground,1
pt_BR,;;;;;,perf,1
nl_NL,EU;NL,session_end,341
nl_BE,EU;BE,in_app_currency_action,93
mk_MK,EU;DE,foreground,8
lv_LV,EU;GB,foreground,2
ko_KR,AS;KR,page_view,60
iw_IL,EU;FR,start,2
it_IT,EU;CH,page_view,6
it_CH,EU;CH,action,26
hy_AM,EU;RU,perf,25
fr_FR,NA;CA,foreground,3
es_UY,SA;UY,perf,32
es_US,SA;UY,action,601
es_US,SA;EC,foreground,135
es_US,NA;PR,timing,512
es_MX,SA;PY,start,10
es_ES,SA;PE,session_end,18
en_US,NA;BB,background,13
en_US,NA;AW,action,1915
en_US,EU;NL,background,13
en_US,AS;LB,background,9
en_US,AS;KW,action,351
en_US,AS;IN,in_app_currency_action,188
en_US,AS;ID,session_end,399
en_US,AF;ZA,timing,58
en_IE,EU;NO,perf,16
en_CA,NA;MX,background,7
en_AU,EU;GR,session_end,1
en_AU,AS;AE,timing,3
de_DE,EU;DE,in_app_currency_action,1846
de_AT,EU;DE,background,53
ar_IL,AS;IL,start,8
ar_EG,EU;GB,page_view,11
ar_EG,AS;AE,foreground,6
ar_AE,EU;DE,action,1108
ar_AE,AS;KW,page_view,135
ar_AE,AS;JO,timing,36
ar_AE,AF;EG,in_app_currency_action,41
tr_TR,NA;US,timing,23
tr_TR,EU;BG,action,36
sr_RS,EU;SI,perf,2
ru_RU,EU;LV,in_app_currency_action,5
pt_PT,EU;BE,page_view,10
nl_BE,EU;NL,start,7
lt_LT,EU;GB,page_view,5
fr_FR,AF;SN,foreground,4
es_US,EU;ES,action,221
es_ES,SA;BO,perf,20
es_ES,NA;NI,timing,9
